モバイルケース/カバー,304
手帳,304
ストラップ,304
ネクタイピン,304
カフリンクス,304
イヤマフラー,304
傘,304
レインコート,304
ミラー,304
タバコグッズ,304
その他,304
時計,2
腕時計(アナログ),334
腕時計(デジタル),334
ラバーベルト,334
レザーベルト,334
金属ベルト,334
その他,334
水着,2
一般水着,341
スポーツ用,341
アクセサリー,341
その他,341
レッグウェア,2
ソックス,346
レギンス/スパッツ,346
レッグウォーマー,346
その他,346
アンダーウェア,2
トランクス,351
ボクサーパンツ,351
その他,351
その他,2
ベビー服(女の子用) ~95cm,3
トップス,356
アウター,356
パンツ,356
スカート,356
ワンピース,356
ベビードレス,356
おくるみ,356
下着/肌着,356
パジャマ,356
ロンパース,356
その他,356
ベビー服(男の子用) ~95cm,3
トップス,368
アウター,368
パンツ,368
おくるみ,368
下着/肌着,368
パジャマ,368
ロンパース,368
その他,368
ベビー服(男女兼用) ~95cm,3
トップス,377
アウター,377
パンツ,377
おくるみ,377
下着/肌着,377
パジャマ,377
ロンパース,377
その他,377
キッズ服(女の子用) 100cm~,3
コート,386
ジャケット/上着,386
トップス(Tシャツ/カットソー),386
トップス(トレーナー),386
トップス(チュニック),386
トップス(タンクトップ),386
トップス(その他),386
スカート,386
パンツ,386
ワンピース,386
セットアップ,386
パジャマ,386
フォーマル/ドレス,386
和服,386
浴衣,386
甚平,386
水着,386
その他,386
キッズ服(男の子用) 100cm~,3
コート,405
ジャケット/上着,405
トップス(Tシャツ/カットソー),405
トップス(トレーナー),405
トップス(その他),405
パンツ,405
セットアップ,405
パジャマ,405
フォーマル/ドレス,405
和服,405
浴衣,405
甚平,405
水着,405
その他,405
キッズ服(男女兼用) 100cm~,3
コート,420
ジャケット/上着,420
トップス(Tシャツ/カットソー),420
トップス(トレーナー),420
トップス(その他),420
ボトムス,420
パジャマ,420
その他,420
キッズ靴,3
スニーカー,429
サンダル,429
ブーツ,429
長靴,429
その他,429
子ども用ファッション小物,3
靴下/スパッツ,435
帽子,435
エプロン,435
サスペンダー,435
タイツ,435
ハンカチ,435
バンダナ,435
ベルト,435
マフラー,435
傘,435
手袋,435
スタイ,435
バッグ,435
その他,435
おむつ/トイレ/バス,3
おむつ用品,450
おまる/補助便座,450
トレーニングパンツ,450
ベビーバス,450
お風呂用品,450
その他,450
外出/移動用品,3
ベビーカー,457
抱っこひも/スリング,457
チャイルドシート,457
その他,457
授乳/食事,3
ミルク,462
ベビーフード,462
ベビー用食器,462
その他,462
ベビー家具/寝具/室内用品,3
ベッド,467
布団/毛布,467
イス,467
たんす,467
その他,467
おもちゃ,3
おふろのおもちゃ,473
がらがら,473
オルゴール,473
ベビージム,473
手押し車/カタカタ,473
知育玩具,473
その他,473
行事/記念品,3
お宮参り用品,481
お食い初め用品,481
アルバム,481
手形/足形,481
その他,481
その他,3
母子手帳用品,487
その他,487
キッチン/食器,4
食器,490
調理器具,490
収納/キッチン雑貨,490
弁当用品,490
カトラリー(スプーン等),490
テーブル用品,490
容器,490
エプロン,490
アルコールグッズ,490
浄水機,490
その他,490
ベッド/マットレス,4
セミシングルベッド,502
シングルベッド,502
セミダブルベッド,502
ダブルベッド,502
ワイドダブルベッド,502
クイーンベッド,502
キングベッド,502
脚付きマットレスベッド,502
マットレス,502
すのこベッド,502
ロフトベッド/システムベッド,502
簡易ベッド/折りたたみベッド,502
収納付き,502
その他,502
ソファ/ソファベッド,4
ソファセット,517
シングルソファ,517
ラブソファ,517
トリプルソファ,517
オットマン,517
コーナーソファ,517
ビーズソファ/クッションソファ,517
ローソファ/フロアソファ,517
ソファベッド,517
応接セット,517
ソファカバー,517
リクライニングソファ,517
その他,517
椅子/チェア,4
一般,531
スツール,531
ダイニングチェア,531
ハイバックチェア,531
ロッキングチェア,531
座椅子,531
折り畳みイス,531
デスクチェア,531
その他,531
机/テーブル,4
こたつ,541
カウンターテーブル,541
サイドテーブル,541
センターテーブル,541
ダイニングテーブル,541
座卓/ちゃぶ台,541
アウトドア用,541
パソコン用,541
事務机/学習机,541
その他,541
収納家具,4
リビング収納,552
キッチン収納,552
玄関/屋外収納,552
バス/トイレ収納,552
本収納,552
本/CD/DVD収納,552
洋服タンス/押入れ収納,552
電話台/ファックス台,552
ドレッサー/鏡台,552
棚/ラック,552
ケース/ボックス,552
その他,552
ラグ/カーペット/マット,4
ラグ,565
カーペット,565
ホットカーペット,565
玄関/キッチンマット,565
トイレ/バスマット,565
その他,565
カーテン/ブラインド,565
カーテン,4
ブラインド,573
ロールスクリーン,573
のれん,573
その他,573
ライト/照明,4
蛍光灯/電球,578
天井照明,578
フロアスタンド,578
その他,578
寝具,4
布団/毛布,583
枕,583
シーツ/カバー,583
その他,583
インテリア小物,4
ごみ箱,588
ウェルカムボード,588
オルゴール,588
クッション,588
クッションカバー,588
スリッパラック,588
ティッシュボックス,588
バスケット/かご,588
フォトフレーム,588
マガジンラック,588
モビール,588
花瓶,588
灰皿,588
傘立て,588
小物入れ,588
置時計,588
掛時計/柱時計,588
鏡(立て掛け式),588
鏡(壁掛け式),588
置物,588
風鈴,588
植物/観葉植物,588
その他,588
季節/年中行事,4
正月,612
成人式,612
バレンタインデー,612
ひな祭り,612
子どもの日,612
母の日,612
父の日,612
サマーギフト/お中元,612
夏/夏休み,612
ハロウィン,612
敬老の日,612
七五三,612
お歳暮,612
クリスマス,612
冬一般,612
その他,612
その他,4
本,5
文学/小説,630
人文/社会,630
ノンフィクション/教養,630
地図/旅行ガイド,630
ビジネス/経済,630
健康/医学,630
コンピュータ/IT,630
趣味/スポーツ/実用,630
住まい/暮らし/子育て,630
アート/エンタメ,630
洋書,630
絵本,630
参考書,630
その他,630
漫画,5
全巻セット,645
少年漫画,645
少女漫画,645
青年漫画,645
女性漫画,645
同人誌,645
その他,645
雑誌,5
アート/エンタメ/ホビー,653
ファッション,653
ニュース/総合,653
趣味/スポーツ,653
その他,653
CD,5
邦楽,659
洋楽,659
アニメ,659
クラシック,659
K-POP/アジア,659
キッズ/ファミリー,659
その他,659
DVD/ブルーレイ,5
外国映画,668
日本映画,668
アニメ,668
TVドラマ,668
ミュージック,668
お笑い/バラエティ,668
スポーツ/フィットネス,668
キッズ/ファミリー,668
その他,668
レコード,5
邦楽,677
洋楽,677
その他,677
テレビゲーム,5
家庭用ゲーム本体,681
家庭用ゲームソフト,681
携帯用ゲーム本体,681
携帯用ゲームソフト,681
PCゲーム,681
その他,681
おもちゃ,6
キャラクターグッズ,688
ぬいぐるみ,688
小物/アクセサリー,688
模型/プラモデル,688
ミニカー,688
トイラジコン,688
プラモデル,688
ホビーラジコン,688
鉄道模型,688
その他,688
タレントグッズ,6
アイドル,699
ミュージシャン,699
タレント/お笑い芸人,699
スポーツ選手,699
その他,699
コミック/アニメグッズ,6
ストラップ,705
キーホルダー,705
バッジ,705
カード,705
クリアファイル,705
ポスター,705
タオル,705
その他,705
トレーディングカード,6
遊戯王,714
マジック：ザ・ギャザリング,714
ポケモンカードゲーム,714
デュエルマスターズ,714
バトルスピリッツ,714
プリパラ,714
アイカツ,714
カードファイト!! ヴァンガード,714
ヴァイスシュヴァルツ,714
プロ野球オーナーズリーグ,714
ベースボールヒーローズ,714
ドラゴンボール,714
スリーブ,714
その他,714
フィギュア,6
コミック/アニメ,729
特撮,729
ゲームキャラクター,729
SF/ファンタジー/ホラー,729
アメコミ,729
スポーツ,729
ミリタリー,729
その他,729
楽器/器材,6
エレキギター,738
アコースティックギター,738
ベース,738
エフェクター,738
アンプ,738
弦楽器,738
管楽器,738
鍵盤楽器,738
打楽器,738
和楽器,738
楽譜/スコア,738
レコーディング/PA機器,738
DJ機器,738
DTM/DAW,738
その他,738
コレクション,6
武具,754
使用済切手/官製はがき,754
旧貨幣/金貨/銀貨/記念硬貨,754
印刷物,754
ノベルティグッズ,754
その他,754
ミリタリー,6
トイガン,761
個人装備,761
その他,761
美術品,6
陶芸,765
ガラス,765
漆芸,765
金属工芸,765
絵画/タペストリ,765
版画,765
彫刻/オブジェクト,765
書,765
写真,765
その他,765
アート用品,6
画材,776
額縁,776
その他,776
その他,6
トランプ/UNO,780
カルタ/百人一首,780
ダーツ,780
ビリヤード,780
麻雀,780
パズル/ジグソーパズル,780
囲碁/将棋,780
オセロ/チェス,780
人生ゲーム,780
野球/サッカーゲーム,780
スポーツ,780
三輪車/乗り物,780
ヨーヨー,780
模型製作用品,780
鉄道,780
航空機,780
アマチュア無線,780
パチンコ/パチスロ,780
その他,780
ベースメイク,7
ファンデーション,800
化粧下地,800
コントロールカラー,800
BBクリーム,800
CCクリーム,800
コンシーラー,800
フェイスパウダー,800
トライアルセット/サンプル,800
その他,800
メイクアップ,7
アイシャドウ,810
口紅,810
リップグロス,810
リップライナー,810
チーク,810
フェイスカラー,810
マスカラ,810
アイライナー,810
つけまつげ,810
アイブロウペンシル,810
パウダーアイブロウ,810
眉マスカラ,810
トライアルセット/サンプル,810
メイク道具/化粧小物,810
美顔用品/美顔ローラー,810
その他,810
ネイルケア,7
ネイルカラー,827
カラージェル,827
ネイルベースコート/トップコート,827
ネイルアート用品,827
ネイルパーツ,827
ネイルチップ/付け爪,827
手入れ用具,827
除光液,827
その他,827
香水,7
香水(女性用),837
香水(男性用),837
ユニセックス,837
ボディミスト,837
その他,837
スキンケア/基礎化粧品,7
化粧水/ローション,843
乳液/ミルク,843
美容液,843
フェイスクリーム,843
洗顔料,843
クレンジング/メイク落とし,843
パック/フェイスマスク,843
ジェル/ゲル,843
ブースター/導入液,843
アイケア,843
リップケア,843
トライアルセット/サンプル,843
洗顔グッズ,843
その他,843
ヘアケア,7
シャンプー,858
トリートメント,858
コンディショナー,858
リンス,858
スタイリング剤,858
カラーリング剤,858
ブラシ,858
その他,858
ボディケア,7
オイル/クリーム,867
ハンドクリーム,867
ローション,867
日焼け止め/サンオイル,867
ボディソープ,867
入浴剤,867
制汗/デオドラント,867
フットケア,867
その他,867
オーラルケア,7
口臭防止/エチケット用品,877
歯ブラシ,877
その他,877
リラクゼーション,7
エッセンシャルオイル,881
芳香器,881
お香/香炉,881
キャンドル,881
リラクゼーショングッズ,881
その他,881
ダイエット,7
ダイエット食品,888
エクササイズ用品,888
体重計,888
体脂肪計,888
その他,888
その他,7
健康用品,894
看護/介護用品,894
救急/衛生用品,894
その他,894
スマートフォン/携帯電話,8
スマートフォン本体,899
バッテリー/充電器,899
携帯電話本体,899
PHS本体,899
その他,899
スマホアクセサリー,8
Android用ケース,905
iPhone用ケース,905
カバー,905
イヤホンジャック,905
ストラップ,905
フィルム,905
自撮り棒,905
その他,905
PC/タブレット,8
タブレット,914
ノートPC,914
デスクトップ型PC,914
ディスプレイ,914
電子ブックリーダー,914
PC周辺機器,914
PCパーツ,914
その他,914
カメラ,8
デジタルカメラ,923
ビデオカメラ,923
レンズ(単焦点),923
レンズ(ズーム),923
フィルムカメラ,923
防犯カメラ,923
その他,923
テレビ/映像機器,8
テレビ,931
プロジェクター,931
ブルーレイレコーダー,931
DVDレコーダー,931
ブルーレイプレーヤー,931
DVDプレーヤー,931
映像用ケーブル,931
その他,931
オーディオ機器,8
ポータブルプレーヤー,940
イヤフォン,940
ヘッドフォン,940
アンプ,940
スピーカー,940
ケーブル/シールド,940
ラジオ,940
その他,940
美容/健康,8
ヘアドライヤー,949
ヘアアイロン,949
美容機器,949
電気シェーバー,949
電動歯ブラシ,949
その他,949
冷暖房/空調,8
エアコン,956
空気清浄器,956
加湿器,956
扇風機,956
除湿機,956
ファンヒーター,956
電気ヒーター,956
オイルヒーター,956
ストーブ,956
ホットカーペット,956
こたつ,956
電気毛布,956
その他,956
生活家電,8
冷蔵庫,970
洗濯機,970
炊飯器,970
電子レンジ/オーブン,970
調理機器,970
アイロン,970
掃除機,970
エスプレッソマシン,970
コーヒーメーカー,970
衣類乾燥機,970
その他,970
その他,8
その他,982
ゴルフ,9
クラブ,984
ウエア(男性用),984
ウエア(女性用),984
バッグ,984
シューズ(男性用),984
シューズ(女性用),984
アクセサリー,984
その他,984
フィッシング,9
ロッド,993
リール,993
ルアー用品,993
ウエア,993
釣り糸/ライン,993
その他,993
自転車,9
自転車本体,1000
ウエア,1000
パーツ,1000
アクセサリー,1000
バッグ,1000
工具/メンテナンス,1000
その他,1000
トレーニング/エクササイズ,9
ランニング,1008
ウォーキング,1008
ヨガ,1008
トレーニング用品,1008
その他,1008
野球,9
ウェア,1014
シューズ,1014
グローブ,1014
バット,1014
アクセサリー,1014
防具,1014
練習機器,1014
記念グッズ,1014
応援グッズ,1014
その他,1014
サッカー/フットサル,9
ウェア,1025
シューズ,1025
ボール,1025
アクセサリー,1025
記念グッズ,1025
応援グッズ,1025
その他,1025
テニス,9
ラケット(硬式用),1033
ラケット(軟式用),1033
ウェア,1033
シューズ,1033
ボール,1033
アクセサリー,1033
記念グッズ,1033
応援グッズ,1033
その他,1033
スノーボード,9
ボード,1043
バインディング,1043
ブーツ(男性用),1043
ブーツ(女性用),1043
ブーツ(子ども用),1043
ウエア/装備(男性用),1043
ウエア/装備(女性用),1043
ウエア/装備(子ども用),1043
アクセサリー,1043
バッグ,1043
その他,1043
スキー,9
板,1055
ブーツ(男性用),1055
ブーツ(女性用),1055
ブーツ(子ども用),1055
ビンディング,1055
ウエア(男性用),1055
ウエア(女性用),1055
ウエア(子ども用),1055
ストック,1055
その他,1055
その他スポーツ,9
ダンス/バレエ,1066
サーフィン,1066
バスケットボール,1066
バドミントン,1066
バレーボール,1066
スケートボード,1066
陸上競技,1066
ラグビー,1066
アメリカンフットボール,1066
ボクシング,1066
ボウリング,1066
その他,1066
アウトドア,9
テント/タープ,1079
ライト/ランタン,1079
寝袋/寝具,1079
テーブル/チェア,1079
ストーブ/コンロ,1079
調理器具,1079
食器,1079
登山用品,1079
その他,1079
その他,9
旅行用品,1089
その他,1089
アクセサリー(女性用),10
ピアス,1092
イヤリング,1092
ネックレス,1092
ブレスレット,1092
リング,1092
チャーム,1092
ヘアゴム,1092
アンクレット,1092
その他,1092
ファッション/小物,10
バッグ(女性用),1102
バッグ(男性用),1102
財布(女性用),1102
財布(男性用),1102
ファッション雑貨,1102
その他,1102
アクセサリー/時計,10
アクセサリー(男性用),1109
時計(女性用),1109
時計(男性用),1109
その他,1109
日用品/インテリア,10
キッチン用品,1114
家具,1114
文房具,1114
アート/写真,1114
アロマ/キャンドル,1114
フラワー/ガーデン,1114
その他,1114
趣味/おもちゃ,10
クラフト/布製品,1122
おもちゃ/人形,1122
その他,1122
キッズ/ベビー,10
ファッション雑貨,1126
スタイ/よだれかけ,1126
外出用品,1126
ネームタグ,1126
その他,1126
素材/材料,10
各種パーツ,1132
生地/糸,1132
型紙/パターン,1132
その他,1132
二次創作物,10
Ingress,1137
クリエイターズ宇宙兄弟,1137
シンデレラガールズCPグッズ,1137
その他,10
音楽,11
男性アイドル,1142
女性アイドル,1142
韓流,1142
国内アーティスト,1142
海外アーティスト,1142
音楽フェス,1142
声優/アニメ,1142
その他,1142
スポーツ,11
サッカー,1151
野球,1151
テニス,1151
格闘技/プロレス,1151
相撲/武道,1151
ゴルフ,1151
バレーボール,1151
バスケットボール,1151
モータースポーツ,1151
ウィンタースポーツ,1151
その他,1151
演劇/芸能,11
ミュージカル,1163
演劇,1163
伝統芸能,1163
落語,1163
お笑い,1163
オペラ,1163
サーカス,1163
バレエ,1163
その他,1163
イベント,11
声優/アニメ,1173
キッズ/ファミリー,1173
トークショー/講演会,1173
その他,1173
映画,11
邦画,1178
洋画,1178
その他,1178
施設利用券,11
遊園地/テーマパーク,1182
美術館/博物館,1182
スキー場,1182
ゴルフ場,1182
フィットネスクラブ,1182
プール,1182
ボウリング場,1182
水族館,1182
動物園,1182
その他,1182
優待券/割引券,11
ショッピング,1193
レストラン/食事券,1193
フード/ドリンク券,1193
宿泊券,1193
その他,1193
その他,11
自動車本体,12
国内自動車本体,1200
外国自動車本体,1200
自動車タイヤ/ホイール,12
タイヤ/ホイールセット,1203
タイヤ,1203
ホイール,1203
その他,1203
自動車パーツ,12
サスペンション,1208
ブレーキ,1208
外装、エアロパーツ,1208
ライト,1208
内装品、シート,1208
ステアリング,1208
マフラー・排気系,1208
エンジン、過給器、冷却装置,1208
クラッチ、ミッション、駆動系,1208
電装品,1208
補強パーツ,1208
汎用パーツ,1208
外国自動車用パーツ,1208
その他,1208
自動車アクセサリー,12
車内アクセサリー,1223
カーナビ,1223
カーオーディオ,1223
車外アクセサリー,1223
メンテナンス用品,1223
チャイルドシート,1223
ドライブレコーダー,1223
レーダー探知機,1223
カタログ/マニュアル,1223
セキュリティ,1223
ETC,1223
その他,1223
オートバイ車体,12
オートバイパーツ,12
タイヤ,1237
マフラー,1237
エンジン、冷却装置,1237
カウル、フェンダー、外装,1237
サスペンション,1237
ホイール,1237
シート,1237
ブレーキ,1237
タンク,1237
ライト、ウィンカー,1237
チェーン、スプロケット、駆動系,1237
メーター,1237
電装系,1237
ミラー,1237
外国オートバイ用パーツ,1237
その他,1237
オートバイアクセサリー,12
ヘルメット/シールド,1254
バイクウエア/装備,1254
アクセサリー,1254
メンテナンス,1254
カタログ/マニュアル,1254
その他,1254
まとめ売り,13
ペット用品,13
ペットフード,1262
犬用品,1262
猫用品,1262
魚用品/水草,1262
小動物用品,1262
爬虫類/両生類用品,1262
かご/おり,1262
鳥用品,1262
虫類用品,1262
その他,1262
食品,13
菓子,1273
米,1273
野菜,1273
果物,1273
調味料,1273
魚介類(加工食品),1273
肉類(加工食品),1273
その他 加工食品,1273
その他,1273
飲料/酒,13
コーヒー,1283
ソフトドリンク,1283
ミネラルウォーター,1283
茶,1283
ウイスキー,1283
ワイン,1283
ブランデー,1283
焼酎,1283
日本酒,1283
ビール、発泡酒,1283
その他,1283
日用品/生活雑貨/旅行,13
タオル/バス用品,1295
日用品/生活雑貨,1295
洗剤/柔軟剤,1295
旅行用品,1295
防災関連グッズ,1295
その他,1295
アンティーク/コレクション,13
雑貨,1302
工芸品,1302
家具,1302
印刷物,1302
その他,1302
文房具/事務用品,13
筆記具,1308
ノート/メモ帳,1308
テープ/マスキングテープ,1308
カレンダー/スケジュール,1308
アルバム/スクラップ,1308
ファイル/バインダー,1308
はさみ/カッター,1308
カードホルダー/名刺管理,1308
のり/ホッチキス,1308
その他,1308
事務/店舗用品,13
オフィス用品一般,1319
オフィス家具,1319
店舗用品,1319
OA機器,1319
ラッピング/包装,1319
その他,1319
その他,13
